"predict","p0","p1"
"0",0.9320229729857359,0.06797702701426413
"1",0.557204265097937,0.4427957349020631
"1",0.36263613070349854,0.6373638692965015
"1",0.15367492265019755,0.8463250773498024
"1",0.14899773707993214,0.8510022629200679
"0",0.9276587107916636,0.07234128920833639
"1",0.042073110894286225,0.9579268891057138
"0",0.887386202128783,0.11261379787121698
"0",0.9195755729985553,0.08042442700144464
"0",0.6416643522031553,0.3583356477968446
"0",0.9083839032586349,0.09161609674136503
"1",0.2960638044815148,0.7039361955184852
"0",0.772826160995027,0.22717383900497298
"0",0.9152793514667943,0.08472064853320571
"0",0.7062313347026843,0.2937686652973157
"0",0.6554226506563448,0.3445773493436552
"0",0.7401390318538915,0.2598609681461085
"0",0.92256383501906,0.07743616498094
"0",0.8927722150071271,0.10722778499287287
"0",0.9077094047246973,0.09229059527530266
"0",0.8634091109532849,0.13659088904671515
"0",0.9012212324873371,0.09877876751266292
"1",0.46233803486029157,0.5376619651397084
"0",0.9396725255496766,0.06032747445032336
"0",0.8276817454680014,0.17231825453199853
"1",0.1544698677730213,0.8455301322269787
"0",0.6410816014527894,0.3589183985472107
"0",0.8498093543459588,0.15019064565404114
"1",0.6125945268567546,0.38740547314324536
"0",0.8238640780157211,0.17613592198427883
"0",0.753256732820836,0.24674326717916392
"0",0.9152551267573853,0.08474487324261472
"0",0.7888851467660984,0.21111485323390153
"0",0.7629638631422908,0.23703613685770913
"1",0.04952580513277827,0.9504741948672217
"0",0.8625248915824546,0.13747510841754537
"0",0.8838954296592394,0.11610457034076062
"1",0.4938348999770663,0.5061651000229337
"0",0.8908173010430367,0.10918269895696327
"0",0.9225737130458811,0.07742628695411892
"1",0.12142107337878638,0.8785789266212136
"1",0.37472573454647673,0.6252742654535233
"1",0.46576338834498254,0.5342366116550175
"1",0.5964883405987772,0.4035116594012228
"1",0.24743854518500952,0.7525614548149905
"1",0.49273354735972397,0.507266452640276
"1",0.25742223043432455,0.7425777695656754
"0",0.8763986131794178,0.12360138682058218
"0",0.772826160995027,0.22717383900497298
"0",0.7171808171536013,0.28281918284639873
"1",0.5055735242015043,0.4944264757984958
"0",0.9313697827602484,0.06863021723975157
"1",0.17401291368351246,0.8259870863164875
"1",0.4992375743270706,0.5007624256729294
"0",0.9198031610987719,0.08019683890122813
"0",0.8198329426014563,0.18016705739854366
"0",0.9031967367977438,0.09680326320225616
"0",0.8870240583420834,0.11297594165791659
"0",0.9282647909373634,0.07173520906263668
"1",0.1327664049994084,0.8672335950005916
"1",0.15418111996025463,0.8458188800397454
"1",0.5567977592242116,0.4432022407757884
"1",0.08730853030088281,0.9126914696991172
"1",0.08178937874546122,0.9182106212545388
"0",0.8534875833389125,0.1465124166610875
"1",0.5194381783692128,0.48056182163078714
"1",0.08457233708040679,0.9154276629195932
"0",0.9195755729985553,0.08042442700144464
"1",0.11639374953638071,0.8836062504636193
"0",0.8188546412816681,0.18114535871833193
"1",0.1781647302759971,0.8218352697240029
"0",0.9258608622873857,0.07413913771261423
"0",0.7411680290222862,0.2588319709777138
"0",0.8006552055415008,0.19934479445849923
"0",0.7847713738860964,0.21522862611390364
"0",0.857848366557324,0.142151633442676
"0",0.8112237422153299,0.1887762577846701
"0",0.908531197054246,0.09146880294575402
"1",0.32214747212981865,0.6778525278701814
"0",0.8250750627294599,0.1749249372705401
"1",0.19193144797087347,0.8080685520291265
"1",0.3758267709731805,0.6241732290268195
"0",0.8652059647978614,0.13479403520213865
"1",0.6071496910190357,0.3928503089809643
"1",0.3457799680302347,0.6542200319697653
"1",0.4791744743768266,0.5208255256231734
"1",0.5996894787593612,0.4003105212406389
"1",0.1685452002312121,0.8314547997687879
"0",0.8741444959884794,0.12585550401152062
"0",0.8308926777952017,0.1691073222047983
"1",0.43891856613852687,0.5610814338614731
"0",0.8715332131376595,0.12846678686234045
"1",0.08752440339256695,0.912475596607433
"0",0.915956855854657,0.08404314414534293
"0",0.7252835237239508,0.2747164762760492
"0",0.9216503094345533,0.07834969056544668
"0",0.8246821013240172,0.17531789867598283
"1",0.3488478779108134,0.6511521220891866
"1",0.5943536707193922,0.40564632928060784
"0",0.6544727503055887,0.3455272496944113
"1",0.252096172979812,0.747903827020188
"0",0.7667988492699328,0.2332011507300672
"1",0.11201398756440417,0.8879860124355958
"0",0.921078176010313,0.07892182398968696
"1",0.2099331054088035,0.7900668945911965
"0",0.9162871827137212,0.08371281728627876
"1",0.16121839998066956,0.8387816000193304
"0",0.9094913645704352,0.09050863542956475
"1",0.24667938190158423,0.7533206180984158
"1",0.45963206421895764,0.5403679357810424
"0",0.9083839032586349,0.09161609674136503
"1",0.26390452082430804,0.736095479175692
"0",0.8518205928177347,0.14817940718226527
"0",0.8050590654438072,0.19494093455619274
"0",0.7599239155938704,0.24007608440612965
"1",0.16944877701022876,0.8305512229897712
"0",0.9546832460234304,0.0453167539765696
"0",0.9177699613156122,0.0822300386843878
"1",0.4069622346910807,0.5930377653089193
"0",0.9087809771539755,0.09121902284602444
"0",0.6833132345547652,0.3166867654452348
"0",0.7440174520158462,0.25598254798415376
"1",0.14978277418615393,0.8502172258138461
"1",0.1040205445289144,0.8959794554710856
"1",0.2663684179059709,0.7336315820940291
"1",0.2130195231800912,0.7869804768199088
"1",0.5724925359231658,0.42750746407683415
"0",0.9243385996745084,0.07566140032549165
"0",0.9389697749477021,0.06103022505229795
"1",0.6054951152285061,0.3945048847714939
"1",0.16974900245295488,0.8302509975470451
"0",0.8152217624514294,0.1847782375485706
"1",0.15367492265019755,0.8463250773498024
"0",0.6860282564977995,0.3139717435022004
"1",0.06456724391968194,0.9354327560803181
"0",0.9082481271210472,0.09175187287895284
"1",0.5892002155577565,0.41079978444224347
"0",0.9098182338057654,0.09018176619423462
"0",0.7037949756587423,0.29620502434125767
"0",0.9198031610987719,0.08019683890122813
"0",0.9195755729985553,0.08042442700144464
"0",0.8228168131658502,0.1771831868341498
"1",0.18290289535584325,0.8170971046441567
"0",0.8929745228859399,0.10702547711406005
"0",0.9011178336951556,0.09888216630484435
"0",0.9087983144987767,0.09120168550122336
"1",0.15453992400896788,0.8454600759910321
"1",0.31159986422482044,0.6884001357751796
"0",0.871189989543724,0.12881001045627605
"0",0.9263557469207828,0.07364425307921721
"0",0.9321771001117117,0.06782289988828824
"0",0.9198031610987719,0.08019683890122813
"1",0.605142738464261,0.39485726153573897
"0",0.8966343380245233,0.10336566197547674
"1",0.5310639467288347,0.4689360532711652
"0",0.9195755729985553,0.08042442700144464
"1",0.08170446119353414,0.9182955388064659
"1",0.267205297152574,0.732794702847426
"0",0.9043612959977764,0.09563870400222364
"1",0.15869017979417543,0.8413098202058246
"0",0.8636254933333869,0.13637450666661316
"0",0.8129318591687491,0.18706814083125087
"0",0.7896260287512822,0.21037397124871776
"0",0.842114920142486,0.15788507985751404
"1",0.4806198939962133,0.5193801060037867
"1",0.4435474857722915,0.5564525142277085
"1",0.26390452082430804,0.736095479175692
"1",0.4324247213153074,0.5675752786846926
"1",0.5289385487633327,0.4710614512366673
"0",0.9176835560668811,0.08231644393311886
"0",0.9199134555716817,0.0800865444283183
"0",0.6719321779399574,0.32806782206004265
"0",0.8895046134519717,0.11049538654802821
"0",0.921078176010313,0.07892182398968696
"0",0.8586964234832963,0.1413035765167036
"1",0.28480547088022035,0.7151945291197797
"0",0.8870240583420834,0.11297594165791659
"0",0.7852546479403727,0.21474535205962728
"0",0.8102398886484315,0.18976011135156848
"0",0.86835601154012,0.13164398845988004
"1",0.03359506063050144,0.9664049393694986
"0",0.8672446789627257,0.1327553210372743
"0",0.7950702064195309,0.20492979358046914
"0",0.8136340183375494,0.18636598166245058
"0",0.7431029560164784,0.2568970439835217
"0",0.7103100366187907,0.2896899633812094
"0",0.8362618387158185,0.16373816128418153
"0",0.9140443419482172,0.08595565805178286
"1",0.26390452082430804,0.736095479175692
"1",0.19554502694969278,0.8044549730503072
"1",0.6015437653151798,0.3984562346848201
"1",0.48781001393629797,0.512189986063702
"0",0.7538032103162546,0.24619678968374534
"0",0.8093947841284139,0.19060521587158613
"0",0.913141661984213,0.086858338015787
"0",0.750148599026578,0.24985140097342196
"0",0.916329359474271,0.08367064052572905
"1",0.4800725927895553,0.5199274072104447
"1",0.13921969565796732,0.8607803043420327
"1",0.21444470640939872,0.7855552935906013
"0",0.7113657910878851,0.2886342089121149
"0",0.7657848968073648,0.23421510319263517
"0",0.7914018415327251,0.20859815846727486
"0",0.802747278599546,0.19725272140045402
"0",0.8554722155999159,0.14452778440008412
"0",0.8697207657601684,0.13027923423983162
"0",0.684043980669766,0.31595601933023393
"1",0.511809441397706,0.488190558602294
"1",0.10030921395007031,0.8996907860499297
"0",0.9157473990155379,0.0842526009844621
"1",0.08117798550369226,0.9188220144963077
"0",0.790533907043883,0.20946609295611698
"0",0.7621319639210893,0.2378680360789107
"0",0.8910330369497453,0.10896696305025462
"1",0.19949809255562878,0.8005019074443712
"1",0.45777559625598585,0.5422244037440141
"0",0.9043612959977764,0.09563870400222364
"1",0.48038683395904436,0.5196131660409556
"0",0.8028029051768085,0.19719709482319145
"1",0.4934559063434696,0.5065440936565304
"0",0.7041457153893691,0.2958542846106309
"0",0.8765302371822911,0.1234697628177089
"0",0.8695135585311679,0.13048644146883215
"0",0.8870240583420834,0.11297594165791659
"0",0.7427532432275806,0.25724675677241937
"0",0.820869192659768,0.17913080734023196
"0",0.9391469387654491,0.06085306123455096
"1",0.09042133011425746,0.9095786698857425
"0",0.9312506285118005,0.06874937148819953
"1",0.30257005817393057,0.6974299418260694
"0",0.9012212324873371,0.09877876751266292
"1",0.34519747218305363,0.6548025278169464
"0",0.9027972446013077,0.09720275539869223
"1",0.11501784578900487,0.8849821542109951
"1",0.06235955512411229,0.9376404448758877
"0",0.8741444959884794,0.12585550401152062
"0",0.8618046157236702,0.13819538427632982
"0",0.8211574254372371,0.1788425745627629
"1",0.4786500827325356,0.5213499172674644
"1",0.5589042415544905,0.4410957584455095
"1",0.10928590083017431,0.8907140991698257
"0",0.9243385996745084,0.07566140032549165
"0",0.9195755729985553,0.08042442700144464
"1",0.5727982137502423,0.42720178624975763
"0",0.9362404388251554,0.06375956117484463
"1",0.11172058781326943,0.8882794121867306
"1",0.11501784578900487,0.8849821542109951
"0",0.7593293087487057,0.24067069125129426
"1",0.05372136109719883,0.9462786389028012
"0",0.7411680290222862,0.2588319709777138
"0",0.9001995608802609,0.09980043911973911
"1",0.5187256924122464,0.4812743075877536
"1",0.14542999253654165,0.8545700074634583
"0",0.8384514085339834,0.16154859146601666
"0",0.8582426859183123,0.14175731408168774
"1",0.05570980664024772,0.9442901933597523
"0",0.8989447137569728,0.1010552862430272
"0",0.7580843072012442,0.24191569279875577
"1",0.1570127853480512,0.8429872146519488
"1",0.09103905271207946,0.9089609472879205
"1",0.6082272350369651,0.391772764963035
"0",0.8853239538215719,0.11467604617842808
"0",0.7989224078039007,0.20107759219609936
"0",0.6962873003556773,0.3037126996443226
"0",0.9195755729985553,0.08042442700144464
"0",0.8908297703433531,0.10917022965664691
"1",0.5482352969351114,0.45176470306488853
"0",0.6453783313695359,0.35462166863046407
"0",0.8231071098165198,0.1768928901834802
"1",0.2292782710032535,0.7707217289967465
"0",0.8927630114440135,0.10723698855598648
"0",0.8586761887587921,0.14132381124120785
"0",0.911921912664615,0.08807808733538507
"0",0.7976751378003509,0.20232486219964904
"0",0.7160102465130217,0.2839897534869783
"1",0.10478452457108345,0.8952154754289166
"0",0.8935079754592089,0.10649202454079112
"0",0.8074049750400185,0.19259502495998154
"0",0.9169456125884796,0.08305438741152035
"1",0.08117933505089536,0.9188206649491046
"0",0.9381436949945949,0.06185630500540511
"1",0.06459097379569456,0.9354090262043054
"0",0.8916890298959724,0.10831097010402753
"0",0.8593773656710453,0.1406226343289547
"1",0.16185080596360646,0.8381491940363935
"0",0.8231905028753488,0.1768094971246512
"1",0.09985097434240997,0.90014902565759
"0",0.7580682568820072,0.24193174311799287
"1",0.5876519563090389,0.4123480436909611
"1",0.5669732033901838,0.4330267966098162
"0",0.8478990345784394,0.1521009654215606
"1",0.6196278068122775,0.38037219318772253
"1",0.25763439472045857,0.7423656052795414
"1",0.42173850906985233,0.5782614909301477
"1",0.26390452082430804,0.736095479175692
"1",0.14833240260653102,0.851667597393469
"1",0.2611582882415189,0.7388417117584811
"0",0.921078176010313,0.07892182398968696
"1",0.06738184844461415,0.9326181515553859
"0",0.9126276030433098,0.0873723969566902
"0",0.921078176010313,0.07892182398968696
"0",0.8672446789627257,0.1327553210372743
