,Age,Fare,PassengerId,Pclass,Survived,Ticket,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Embarked_C,Embarked_Q,Embarked_S,female,isAlone,hasCabin,isChild,wealthy,HoH,mother
109,18.0,24.15,110,3,1.0,371110,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
110,47.0,52.0,111,1,0.0,110465,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
111,14.5,14.4542,112,3,0.0,2665,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
112,22.0,8.05,113,3,0.0,324669,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
113,20.0,9.825,114,3,0.0,4136,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
114,17.0,14.4583,115,3,0.0,2627,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
115,21.0,7.925,116,3,0.0,STON/O 2. 3101294,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
116,70.5,7.75,117,3,0.0,370369,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
117,29.0,21.0,118,2,0.0,11668,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
118,24.0,247.5208,119,1,0.0,PC 17558,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
119,2.0,31.275,120,3,0.0,347082,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
120,21.0,73.5,121,2,0.0,S.O.C. 14879,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
121,26.0,8.05,122,3,0.0,A4. 54510,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
122,32.5,30.0708,123,2,0.0,237736,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
123,32.5,13.0,124,2,1.0,27267,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
124,54.0,77.2875,125,1,0.0,35281,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
125,12.0,11.2417,126,3,1.0,2651,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
126,26.0,7.75,127,3,0.0,370372,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
127,24.0,7.1417,128,3,1.0,C 17369,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
128,18.0,22.3583,129,3,1.0,2668,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
129,45.0,6.975,130,3,0.0,347061,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
130,33.0,7.8958,131,3,0.0,349241,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
131,20.0,7.05,132,3,0.0,SOTON/O.Q. 3101307,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
132,47.0,14.5,133,3,0.0,A/5. 3337,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
133,29.0,26.0,134,2,1.0,228414,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
134,25.0,13.0,135,2,0.0,C.A. 29178,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
135,23.0,15.0458,136,2,0.0,SC/PARIS 2133,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
136,19.0,26.2833,137,1,1.0,11752,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
137,37.0,53.1,138,1,0.0,113803,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
138,16.0,9.2167,139,3,0.0,7534,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
139,24.0,79.2,140,1,0.0,PC 17593,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
140,31.0,15.2458,141,3,0.0,2678,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
141,22.0,7.75,142,3,1.0,347081,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
142,24.0,15.85,143,3,1.0,STON/O2. 3101279,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
143,19.0,6.75,144,3,0.0,365222,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
144,18.0,11.5,145,2,0.0,231945,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
145,19.0,36.75,146,2,0.0,C.A. 33112,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
146,27.0,7.7958,147,3,1.0,350043,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
147,9.0,34.375,148,3,0.0,W./C. 6608,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
148,36.5,26.0,149,2,0.0,230080,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
149,42.0,13.0,150,2,0.0,244310,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
150,51.0,12.525,151,2,0.0,S.O.P. 1166,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
151,22.0,66.6,152,1,1.0,113776,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
152,55.5,8.05,153,3,0.0,A.5. 11206,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
153,40.5,14.5,154,3,0.0,A/5. 851,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
154,26.0,7.3125,155,3,0.0,Fa 265302,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
155,51.0,61.3792,156,1,0.0,PC 17597,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
156,16.0,7.7333,157,3,1.0,35851,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
157,30.0,8.05,158,3,0.0,SOTON/OQ 392090,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
158,26.0,8.6625,159,3,0.0,315037,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
159,4.0,69.55,160,3,0.0,CA. 2343,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
160,44.0,16.1,161,3,0.0,371362,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
161,40.0,15.75,162,2,1.0,C.A. 33595,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
162,26.0,7.775,163,3,0.0,347068,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
163,17.0,8.6625,164,3,0.0,315093,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
164,1.0,39.6875,165,3,0.0,3101295,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
165,9.0,20.525,166,3,1.0,363291,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
166,40.0,55.0,167,1,1.0,113505,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
167,45.0,27.9,168,3,0.0,347088,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
168,40.0,25.925,169,1,0.0,PC 17318,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
169,28.0,56.4958,170,3,0.0,1601,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
170,61.0,33.5,171,1,0.0,111240,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
171,4.0,29.125,172,3,0.0,382652,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
172,1.0,11.1333,173,3,1.0,347742,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
173,21.0,7.925,174,3,0.0,STON/O 2. 3101280,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
174,56.0,30.6958,175,1,0.0,17764,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
175,18.0,7.8542,176,3,0.0,350404,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
176,4.0,25.4667,177,3,0.0,4133,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
177,50.0,28.7125,178,1,0.0,PC 17595,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0
178,30.0,13.0,179,2,0.0,250653,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
179,36.0,0.0,180,3,0.0,LINE,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
180,18.0,69.55,181,3,0.0,CA. 2343,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
181,31.0,15.05,182,2,0.0,SC/PARIS 2131,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
182,9.0,31.3875,183,3,0.0,347077,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
183,1.0,39.0,184,2,1.0,230136,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
184,4.0,22.025,185,3,1.0,315153,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
185,40.0,50.0,186,1,0.0,113767,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
186,31.0,15.5,187,3,1.0,370365,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
187,45.0,26.55,188,1,1.0,111428,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
188,40.0,15.5,189,3,0.0,364849,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
189,36.0,7.8958,190,3,0.0,349247,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
190,32.0,13.0,191,2,1.0,234604,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
191,19.0,13.0,192,2,0.0,28424,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
192,19.0,7.8542,193,3,1.0,350046,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
193,3.0,26.0,194,2,1.0,230080,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
194,44.0,27.7208,195,1,1.0,PC 17610,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
195,58.0,146.5208,196,1,1.0,PC 17569,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
196,26.0,7.75,197,3,0.0,368703,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
197,42.0,8.4042,198,3,0.0,4579,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
198,18.0,7.75,199,3,1.0,370370,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
199,24.0,13.0,200,2,0.0,248747,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
200,28.0,9.5,201,3,0.0,345770,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
201,26.0,69.55,202,3,0.0,CA. 2343,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
202,34.0,6.4958,203,3,0.0,3101264,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
203,45.5,7.225,204,3,0.0,2628,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
204,18.0,8.05,205,3,1.0,A/5 3540,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
205,2.0,10.4625,206,3,0.0,347054,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
206,32.0,15.85,207,3,0.0,3101278,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
207,26.0,18.7875,208,3,1.0,2699,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
208,16.0,7.75,209,3,1.0,367231,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
209,40.0,31.0,210,1,1.0,112277,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
210,24.0,7.05,211,3,0.0,SOTON/O.Q. 3101311,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
211,35.0,21.0,212,2,1.0,F.C.C. 13528,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
212,22.0,7.25,213,3,0.0,A/5 21174,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
213,30.0,13.0,214,2,0.0,250646,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
214,26.0,7.75,215,3,0.0,367229,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
215,31.0,113.275,216,1,1.0,35273,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
216,27.0,7.925,217,3,1.0,STON/O2. 3101283,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
217,42.0,27.0,218,2,0.0,243847,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
218,32.0,76.2917,219,1,1.0,11813,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
219,30.0,10.5,220,2,0.0,W/C 14208,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
220,16.0,8.05,221,3,1.0,SOTON/OQ 392089,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
221,27.0,13.0,222,2,0.0,220367,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
222,51.0,8.05,223,3,0.0,21440,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
223,26.0,7.8958,224,3,0.0,349234,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
224,38.0,90.0,225,1,1.0,19943,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
225,22.0,9.35,226,3,0.0,PP 4348,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
226,19.0,10.5,227,2,1.0,SW/PP 751,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
227,20.5,7.25,228,3,0.0,A/5 21173,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
228,18.0,13.0,229,2,0.0,236171,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
229,18.0,25.4667,230,3,0.0,4133,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
230,35.0,83.475,231,1,1.0,36973,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
231,29.0,7.775,232,3,0.0,347067,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
232,59.0,13.5,233,2,0.0,237442,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
233,5.0,31.3875,234,3,1.0,347077,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
234,24.0,10.5,235,2,0.0,C.A. 29566,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
235,18.0,7.55,236,3,0.0,W./C. 6609,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
236,44.0,26.0,237,2,0.0,26707,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
237,8.0,26.25,238,2,1.0,C.A. 31921,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
238,19.0,10.5,239,2,0.0,28665,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
239,33.0,12.275,240,2,0.0,SCO/W 1585,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
240,18.0,14.4542,241,3,0.0,2665,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
241,18.0,15.5,242,3,1.0,367230,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
242,29.0,10.5,243,2,0.0,W./C. 14263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
243,22.0,7.125,244,3,0.0,STON/O 2. 3101275,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
244,30.0,7.225,245,3,0.0,2694,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
245,44.0,90.0,246,1,0.0,19928,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
246,25.0,7.775,247,3,0.0,347071,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
247,24.0,14.5,248,2,1.0,250649,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
248,37.0,52.5542,249,1,1.0,11751,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
249,54.0,26.0,250,2,0.0,244252,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
